,Review,Label
32,big thanks steven wong making room possible even took waive additional charges behalf generous room alloted room bigger regular sized hotels six stars view marina bay incredible day night room dining menu superb guests enjoyed burger pizzas order friendly chambermaid helpful ensure room ameneties replenished soon rang assistance steven wong comms get go booking throughout duration stay lest forget staff put much effort make mbs tick daily thanks memorable experience,Postive
33,stayed last year th birthday booked family room huge large terrace foyer bit like airport doesn feel like check quick don know whether children us taken straight vip checking area bags taken advised could use pool area room ready view roof top pool fabulous albeit day stayed bit overcast waiter service pool drinks food quite expensive expect expensive booked stay night stayed another rest holiday booked room service dinner outstanding lots choice menu gluten free options,Postive
34,possibly best stay anywhere everything perfect upgrade very welcome surprise birthday cake birthday noticed special little touch rooms spacious well set view gardens bay sea great covid safety precautions well thought executed infinity pool th floor great place hang sadly time one hour sessions permitted best book well ahead secure time slot want wonderful place stay felt like real holiday away home,Postive
35,experience place fantastic amazing natural place surrounded exotic flowers fact exciting holiday life thank much efforts made make visit enjoyable,Postive
36,enjoyable stay even though didn feel like got city usual activities like infinity pool gym eating mbs covid everything well organized follow rules felt session gym pool short could longer though would great packages f b spa included,Postive
37,candy working staff infinity swim shop very friendly customer service oriented showed item decided buy bought one sourvinor gold plated coin vending machine per piece,Postive
38,not first stay mbs definitely problem staff communication training usually stayed tower big balcony time tower pm rule visitors stated signage security team allow random people bring guest upstairs stating take something room denied rudely told us get registered tower reception walked thing told denied registration since past pm messy awkward guests way things handled guest perspective security team writing number guest per room piece paper could easily misinterpreted look unpolished star,Negative
39,offered upgrade better room grand piano gym spa room sauna room game karaoke room kitchen balcony overlooking bay simply spectacular one kind experience,Postive
40,would like express gratitude compliments towards mbs team members mr yap room no attended miss xxxx indian girl front desk staff remember name oct time pm tower positive patience attitude professional skills super knowledge impressed check miss xiao yue housekeeping department super friendly nice room very big clean could enjoy sea garden view balcony,Postive
41,stay fantastic helpful front desk staff great service origin bloom staff great patience customers many requests room service prompt smiley helpful special shout ryan infinity pool showed us great photo spots helped us take photos,Postive
42,checked drunk receptionist super friendly nice even room dining friendly two drunkards asking food service top worth money comeback sure,Postive
43,guests mbs staycation folks like us staff friendly helpful upgraded found birthday key card worked fourth time upon check patient adapted ensure safe environment towels wrapped plastic no longer hanging around remote control wrapped plastic no room service menu lying around thumb decided go spagos whim got us table pre book favourite restaurant mbs slot pool almost didn get shout calvin lifeguard pool made short hour pool very enjoyable helpful friendly helped,Postive
44,looked not book one room one day one hour pool access checking grand welcome news no pool access big warning everyone planning staycation mbs,Postive
45,dont recommend visiting marina bay sands moment safe distancing rules makes use facilities troublesome rules quite irrational like wife go jacuzzi sky floor cannot join safe distancing rules,Negative
46,booked grand club room city view saw offered gardens view bathroom compared club room checking staff told two options either lvl tower lvl tower views since view obviously chose higher floor room no doubt view bedroom city spectacular esp night however disappointed bathroom frosted glass view gardens would not misled staff would went tower option instead nonetheless great experience adding comment future visitors since mbs website particularly vague different configurations,Postive
47,stayed part staycation october half term two children last minute decision husband managed get suite nd floor suite gave us views marina well view super trees behind truly spectacular even children spent hours gazing view rooms felt clean spacious towels cups toiletries plastic coverings show covered washing sterlising breakfast chose eat spagio good selection choices attentive needs unfortunately booked last minute not able book slot go use swimming pool,Postive
48,wife month old baby daughter very pleasant check process lady check counter very professional answered questions patience superb knowledge baggages arrived room shortly tapped room room th floor facing gardens bay baby cot baby bath already placed room upon booking request splendid views night lights got yet another stellar view staycation topped great dining experience cut wolfgang puck shoppes paired half bottle wine steaks ordered thorughly enjoyed time marina bay sands shoppes furtheremore given assurance strict,Postive
49,special mention anand origin bloom mbs awesome service saw baby us ran store offer us special surprise thanks making day kudos team,Postive
50,celebrated anniversary october th views city night room spectacular definitely worth price sunday night waited light water show pm sadly wasn another downside place lack halal restaurants even cake given anniversary wasn halal abit disappointed halal place beanstro previously coffee bean tea leaf google didn update located shoppes no choice walk quite distance outside shoppes get food abit inconvenient lastly like thank firdaus pool department providing us complimentary drinks last day tons photos helped take,Postive
51,would like compliment regards service rendered us stay rd october th october room no thank mbs awesome hospitality lucky bump awesome staff service top notch kudos service quality check lobby infinity pool security rise restaurant housekeeper valet parking thank making th years wedding anniversary staycay memorable one definitely make come back names staff manage get gave awesome service actually wowed ms julie check counter mr firdaus infinity pool mr ryan lifeguard infinity pool mr shahdan zainal security officer,Postive
52,frontend staff very kind patience may upgrade room type registration counter receive free car park ticket registration count also dollars reward membership counter room very big clean could enjoy sea garden view balcony don forget swim take pictures,Postive
53,one worst staycation ever following reasons name room interior very average not star standard rules regulation rigid elaborate point must bring room cards use facilities eg gym swimming pool booked pool hour due covid limit hr fine min late didn know need bring room cards pax brought staff swimming pool insisted go back room take one card min lost need go back room slow lift made worst understand truly abide rule unable bring guests pm cannot understand,Negative
54,amazed details safety measurements appreciate little toiletries bag essentials like mask sanitiser etc checking breeze reception really cheery informative room everyone knows boasts views impressed towels neatly shrink wrapped range toiletries available mini bar complimentary soft drinks juices nespresso capsules teas also available different cups also available bed comfortable large get premier room love bathtubs book swimming pool advance although really cold pool find enjoyment heated jacuzzi find time visit sky park day night different,Postive
55,staycation deals meant opportunity stay iconic mbs lots safe distancing measures lots pre booking hours front loaded gym pool gardens bay still fabulous views buzz area fabulous stay one hour pool actually perhaps half hour short allow ample room pool areas though sitting hot tub alone floors not quite experience very impressed though balcony view harbor gardens hallway view city marina totally felt spoiled complimentary items rooms huge bath tub food vouchers made us feel spoiled black tap best burgers city enormous milkshakes casino open pre covid members exploring around,Postive
56,staying multiple time still look forward visit whenever time permits service staff always attentive accommodative friendly throughout facilities well maintain cleanliness always high standard great view staying high floor convenient location great place shoppers door steps,Postive
57,nice room wonderful view room stayed level really enjoyed relaxing stay one night large bath tub bathroom area cleanliness excellent dinner celavi restaurant food average lack manpower still okay pm went infinity pool enjoy swimming pool super amazed view,Postive
58,would like thank service staff attended us check counter didn get name really helpful patient us thanks staff club rise assisted us taking order serving polite accomodating thanked us leaving made us feel special actually birthday staff infinity pool dennis helped booking slot really thankful help not would really very disappointing kudos staff marina bay sands keep quality service add one feedback possible bidet toilet thank,Postive
59,room huge spacious toilet bath tub got view facing sea amazing view day night view infinity pool also lovely booked time slot pm pm even though cloudy day not able see sunset view city great definitely worth every dollar staycation,Postive
60,third stay never disappointed time went one larger suites room fantastic service excellent really enjoyed time infinity pool,Postive
61,queue check staff fast respond room comfortable infinity pool perfect lucky got news need booking went ahead book pool h day check pool wasn crowded very strict w number visitors don think smuggling visitors like security checks every tower isn way cross tower enjoyed stay,Postive
62,staying marina suite rd night suite comes h butler service seems notch normal suites however experience marred one staff butler extension repeatedly rejected requests day onwards firstly told normal slippers asked fluffy slippers another staff called back arranged butler deliver secondly told refreshments like perrier welcome drink not available daily basis another staff arranged house appreciated gesture mbs welcome letter wrote stay includes exclusive daily access array complimentary refreshments also,Postive
63,tips maximize staycation book pool access immediately making booking max allowed capacity pool pax tower point time room allowed hour visit pool per day n staycation pool access full almost fully booked entire week stay pre order peking duck blossom restaurant days advance promo entire peking duck coordinate family facilities usage schedule pool gym sauna skylark requires key card per pax entry room operates issued card slot therefore pax pool room not electricity,Neutral
64,very thankful front desk pauline helped reserve infinity pool slot pm called personal number informed outside area tried booked online slot not available really appreciated thank birthday cake well,Postive
65,came night stay national day really crowded guess lot people booked room next day fireworks pros room view really die love spacious club room view room toilet service great even though packed staff around ask quick questions shopping mall casino won find short entertainment even go gardens bay foot housekeeping make sure santise every room towels packed nicely ensure clean period breakfast afternoon tea served lounge still free flow style serve items,Postive
66,great pleasant staycation marina bay sands beside clean rooms friendly staff great food spacious rooms great views awesome infinity pool frustrations upfront stay due government regulations course mbs well change things way operate one fact room enjoy swimming pool one hour day emailed days upfront asking book swimming slots told us slots already taken really angry offer staycations not guarantee guests place swimming pool not even one hour days offered us cancel booking free looking forward,Postive
67,family booked two rooms mbs staycation view covid conditions cannot travel overseas period check fast efficient welcome juices check safety measure put place appropriate opinion rooms huge clean views garden view room amazing balcony facing gardens bay marina barrage room city view no balcony period guest allowed one hour day pool book system best experience far us ordering food drinks pool gym appropriate safe distancing measure place like pool usage booked prior overall,Postive
68,due advent covid many restriction put place expect very long queue check weekends usage infinity pool cut hour per day u book slot advance however mentioned not stop us enjoying stay would like commend mark front office department top notch service patient queries regarding restriction everything pool attendants team dennis brandon evangela excellent service pleasant stay thank mbs xx,Postive
69,very misleading people maximum gather anytime anytime people room since however allows maximum people room enforcement association management misleading,Negative
70,enjoyed stay th floor garden view staff concierge very accommodating request high floor despite surge guests time great time breakfast spago th floor amazing experience,Postive
71,obviously iconic stay first impression come us huge lobby immense large high reception bit american lines waiting check quite efficient very commercial sold us upgrade really loved end room great spacious super view bay skyline famous pool lovely not really pool sense cm deep forget swimming serves very well cool make super pictures great choice restaurants not enough connected mall dozens,Postive
72,stayed n girlfriend family complimentary stay orchid suite premier room honestly not expecting much heard others stayed almost no frills casino check vip area smooth many safe distancing sanitising measures place make us feel secure took roughly mins get counter friday afternoon requested connecting rooms due nric different address allowed adjoining rooms minor inconvenience luxury amazing view th floor city rooms orchid suite bath tub facing gardens bay sight behold orchid suite enough space accommodate,Postive
73,wouldn hesitate come back suite absolutely stunning gorgeous views room gardens bay beautiful view city infinity pool side harbour jacuzzi side recommend anyone hands areas no complaints end,Postive
74,mbs supposingly one premium looking forward high expectations since prices usually within got discounted rate good time see hype covid know hassle getting people safe distancing child pram luggage sadly found difficulties door wasn automated door pull push heavy glass door erm figure way guess staffs busy safety ambassador valets parking attendants screening temperature nobody attend door check smooth request granted everywhere go greeted much love warmth,Postive
75,smooth check cleanliness tiptop received complimentary cake anniversary very accommodating loved gardens view night loved infinity pool go wrong mbs nothing,Postive
76,stayed nights amazing staycation easy accessible property driving taking public transport assisted mr avan guest services very friendly helpful show us around property lobby got ourself clean spacious room facing seaview gardens bay th level view speechless balcony enjoy breathtaking view two country view location weather perfect raining like sleeping clouds due altitude staying way manages infinity pool cater guest due pandemic brilliant goes sessions way less crowded usual area swimming sitting around,Postive
77,bucket list trip fabulous marina bay sands lovely ideally placed easy access main attractions perfect place stay nights rooftop pool great bar roof really cool would thoroughly recommend,Postive
78,covid pandemic caused lots restrictions travel wedding anniversary opted stay local couple nights support local businesses many thanks mbs supporting frontline healthcare workers upgraded premium king harbour views breathtaking room cavernous balcony great watch sunrises sunsets toilet particularly large separate shower cubical standing bathtub centre distinct toto waterclosets minibar complimentary foamy nespresso coffee got us right starts morning returned lovely chocolate cake room afternoon thoughtful gesture anniversary adjacent shoppes provided us,Postive
79,trip marina bay sands absolutely beautiful very much enjoyed balcony looks onto glorious country genuinely great experience service slightly underwhelming though find spago one restaurant available public booking slightly less cared restaurants rooms seem lovely clean yes absolutely beautiful see everytime enter room even though time covid staff count regular rate food lovely many restaurants chose eventually visited facility explore marina mall many shops nice thing take trip,Postive
80,service marina bay sands impeccable following experience made booking sept sept sms reminder received booking mbs marketing staffs also provided excellent service checking putting request high floor kingsize bed balcony assistance early bookings infinity pool due covid limited slots need book early avoid disappointment upon checking served receptionist ms amy korean lady gone extra mile ensure requirements ie kings size double bed high floor balcony facing garden bay ms amy receptionist pleasant attentively serves wonderful smile started,Postive
81,family days staycation mbs need not say beautiful infinity pool skyline staff friendly firm take no chance battling covid housekeeping staff helpful ensure rooms properly clean everyday overall stay wonderful recharge us foster stronger family ties,Postive
82,talk icon skyline defining world renowned would imagine customer service decent front desk actually insulted made mockery never met rude bunch staff life particular staff named yuri working night shift,Negative
83,always loved come back mbs view fantastic nice stay kids love pool much always looking forward stay worth money excellent stay always staff helpful friendly surely stay,Postive
84,wanted try popular star surprised service terrible unfriendly spoiler staff first place queued mins check understand currently situation covid understand terrible thing planned prepared surprise family member tower staff spoiled plan due already pass pm no visitor allowed come room sister ended work pm travel way already explained situation staff damn sarcastic replied oh hmm need send security guard follow guys go see surprise already send,Negative
85,travelled much stayed budget high end hotels around world range experience bed still hard years ago since last stayed no topper not comfortable room furnishings old creaked lot middle night bare minimum terms furniture covid observation lifts not strictly facilitated despite indicating pax max disinfectant dispenser within lift empty one point tapping lobby took time due card scan card scan requires leave card device pick afterward much covid precautions entry exit correct wrong could daily pre covid standard not single welcome greeting heard felt like,Negative
86,great service anna team brennan edison thank making wedding day special provided us nice cakes guests very surprised kind gesture food great well crabs galore good,Postive
87,stayed mbs deluxe room tower night everything clean bright ms micah front desk very thorough even offered let us check pm found pool booking ms francessca also went way make sure everything needed pool simply amazing take pm pm time slot transition day night back,Postive
88,greeted warmly front office staffs joanne another lady kindly escorted us tower room amazing beyond expected service tip top front desk poolside club everything amazing time checked time checked room stayed orchid suite would recommend want spend time loved ones privately view room amazing seen image thank every single one attended us made honeymoon one remembered,Postive
89,stayed nights tour asia honeymoon last christmas stayed tower city facing room huge everything marina bay geared keep onsite many places eat play could done week roof top pool truly amazing yes busy marina bay expect love cruising would class cruise ship style intermate personal experience marina bay probably isn defiantly head back would stay marina bay,Postive
90,gave very good impression front desk staff housekeeping job very well done however waiting cab took half hour asked malay staff stand outside want cab should wait used finger pointed taxi stand waited mins gone not even one taxi came approached should call taxi should still wait guy stand together says want call told service very bad tarnished image called taxi believed good asked beginning should offer,Postive
91,room nice thing air con temp controller seems not working bath room spacious whole room clean tidy mattress comfortable sleep good firm pillows won sink easily infinity pool need get q number session hour slight disappointment ordered room dining breakfast breakfast spread delicious slightly less portion staycation would say money worth,Postive
92,bucket list long time worth wait infinity pool although busy amazing experience view absolutely stunning very large stylish rooms worth extra balcony room bathtub could watch one light shows balcony,Postive
93,really great time staying mbs service staff atmosphere awesome staycation really felt like got away much shopping eating swimming etc lots promotions restaurants bars spent lot time eating drinking,Postive
94,room spacious clean great view gardens bay harbour lobby crowded check saturday wait wasn long stay also came care package hand sanitizer masks mask case very thoughtful great stay overall,Postive
95,took advantage good deals phase tick infinity pool bucket list celebrate year anniversary living stayed nights checking public holiday monday national day deals good moment things aware given social distancing may impact stay check maybe naive think would quieter monday people back work tuesday however check took us hour queuing quite crowded reception area albeit social distance markers staff enforcement personally found uncomfortable frustrating totally appreciate could not open counters distance protect,Postive
96,recently booked staycation marina bay sands whilst understand people stay view incredible including roof top pool love fact limited pool usage prevent overcrowding including restaurants concern looking quite tired stains carpets couch torn general feel price expecting luxurious room instead something dated back years ago prides occupancy levels averaging annually thus would perfect opportunity improve already dated product,Postive
97,due covid shows cancelled still great family bonding time together staff mbs efficient helpful visit spotted jason supermarket easily buy fruits drinks deli neighbourhood price,Postive
98,impressed attentiveness valet staff waiting pick arrive late mins carrying sleeping baby heavy bags manivannan noticed immediately came check assist rejected initially however seeing struggling baby switch positon immediately came assist bags requested stroller sit sleeping baby extremely grateful help no doubt gem service line posting review couldnt find right contact link share compliments webpage hope review gets management thank ending day well warm gesture,Postive
99,day night stay august definitely thank concierge team especially mr param making stay pleasant one thank mbs surely go back staycations,Postive
100,marina bay sands one symbols one best view marina bay harbor front choose room gardens bay marina bay view opinion gardens better unless coming f new year prefer get room low floor since believe get smaller top rooms nice course everything nearby course people coming pool im one duo photography needs come time time like pool good weather pics cloudy weather much much cooler outside breakfast nice well front desk very helpful friendly course believe nice people,Postive
101,lovely nights staycation kids service good views incredible stayed tower st floor opportunity stay city view garden ocean view love sea would always prefer latter things note covid phase not mention ur booking stay inform u receptionist order enter infinity pool either enjoy walk around need book slot hr slot time ur book limited due capped pax slot advice u book checking u manage get slot fabulous pool basically empty due everyone spreaded apart kids good time since,Postive
102,outdated rooms old towels bathrobe provided rough hard uncomfortable bed pillows huge rooms depressing nothing luxury poor service don waste money stay somewhere else,Negative
103,managed time right sun going make sure left hand side viewing platform able see gardens bay light show beautiful views wonderful city well worth entrance fee,Postive
104,taking asian tour visited place really wanted visit spending days went top building day views incredible well floors bound shape building towers topped ship shaped top incredible place view firework display held evening also restaurant swimming pool facilitate rooms within structure met friends happened time great time nightclub ringside seat watch light show drink wine dance must visit,Postive
105,very impressed whole setup mbs booked club room could use lounge check very efficient staff not wearing facemasks also face shields safety googles later went pool went smoothly may helped mid week things quieter didn queue lifts entrance pool club pool very quiet took obligatory selfies swim people pool us later afternoon went club drinks excellent food staff friendly very efficient constantly cleaning tables chairs etc couldn dinner hotels restaurants,Postive
106,greeted vitya upon check process slightly different everything smooth quick vitya explaining new process use facilities room spacious amazing view thank vitya mbs team amazing stay,Postive
107,greeted haffidz concierge process check explained safe protocols bookings adhere social distancing everything minibar complimentary awesome liked coziness space room enjoy room breakfast well pampered upon mentioning celebrating anniversary check prepared lovely amenities room spago dinner overly impressed shoutout sheena guest services haffidz concierge making sure wonderful stay conclusion looking amazing service friendliness everyone come book stay mbs,Postive
108,wife staycation nothing beats mbs term class location booked first time wife birthday managed pull surprise party staff very helpful providing timely respond logistic ensure surprise party success not room booking meant overlooking garden view checked wife wanted city view since birthday staff went beyond upgrade us suite otc maximum level view could see garden city highlight city view night time lighting cbd buildings awesome could also see sun rise well garden bay direction,Postive
109,room very spacious fit family even bathroom area roomy room comes double bedded sofa bed extra bed stayed room level overlooking city area love bird eye view full length glass window room free entry infinity pool observation deck level although didnt book pool swimming able gain entry using room cards take photos surrounding place minibar complimentary comes nespresso machine paid usual stay view definitely best view ever seen,Postive
110,went weekend staycation star asia pretty average little things like room keys not working check desks not open annoying not expected iconic infinity pool best views not designed inclement weather no sun umbrellas rain covering rain everything gets wet worth staying cross bucket list won coming,Postive
111,stayed one night staycation visit excellent mbs offered several good staycation promotions website consider getting lifestyle rewards card get access good deals even better covid phase closely adhering social distancing guidelines several ambassadors placed around ensure happened three days prior visit received text inviting sign one hour slot pool day chose go pm first day following morning fun contrast views different times day view amazing arrived noon able get room official check time think saved us lot,Postive
112,great highlight definitely infinity pool rooms amazing nice views service extremely professional however lobby way crowded people visiting should separate lobby reserved guests queues check really long apart two points everything else perfect,Postive
113,enjoyable stay days nights mbs room very clean comfy front desk house keeping services excellent well whenever need top essential sundries made call front desk dissiminated request house keeping team promptly house keeper delivered items room shortly currently towels bathroom sealed plastic cling many times hard time tear plastic tightly wrap would suggest house keeping team could prepare pair scissors guests use room overall services provided excellent thumbs,Postive
114,dear mbs charge would like compliment one employee madam asteria excellent service provided friend today marina bay sand infinity pool really professional friendly staff helpee friend arrangements birthday today really wonderfully hope u would recognize staff give reward deserved very very happy service provided staff excellent hope visit mbs soon one day thank mr balamurugan,Postive
115,staff very helpful accommodating moment check departure room comfortable pillows nice added balcony loved infinity pool pleasure stay,Postive
116,stayed friend weekday nights early august late celebration birthday june accommodated note kindly gave yummy chocolate cake despite not actual birthday month check experience allowed early check around pm check least tower could definitely quicker counters open thankfully got counter right majorly long queue started forming behind us still took us minutes take note besides safeentry rather lengthy mbs form fill well room got free room upgrade included chosen package got deluxe sky view room rd floor tower view magnificent very spacious,Postive
117,spoilt mood throughout stay family son st birthday staycay mbs worst part housekeeping threw away bag new clothes placed room came back happy lunch foundout new clothes bought yesterday thrown away mbs housekeeping without permission touching personal belongings items never came back def theft breaking security rule best part not really gave sh items wasn returned til checked til home service very poor no effort check check extremely poor super slow queue not even moving front office staff don even know first name,Postive
118,moved february lock not able travel real downer thought might good change scene home couple nights upgraded orchid suite nd floor arrival made chaotic check felt like easy jet check gatwick honest beautifully appointed room lovely views nothing outstanding real downside change pool access booking checked restrictions told not could stay long wished changed one hour per room per day tried book morning no morning slots day felt poor show nowhere else really hang,Postive
119,total waste time queue endless check lucky register famous pool online maximum hour total waste money currently not get expect price level,Negative
120,don recommend go covid usage pool limited h per day slot time fully booked breakfast not included despite high price service not good also not star standard,Negative
121,stayed access rooftop pool massive could easily get lost worth us access rooftop pool many options meals restaurants shopping mall attached also good location see different tourist sites like gardens bay,Postive
122,very suitable place stay cation business stayed nights enjoyed totally staffs friendly nice view comfortable room totally recommend place,Postive
123,truly loved stay rooms spacious well appointed architecture impressive rooftop infinity pool breathtaking visit must,Postive
124,friends visited indonesian friends stayed th storey suite tower marina bay sands national day august room spacious nice wide balcony allows one enjoy panaromic view gardens bay opposite areas around bathroom large washbasins tastefully furnished good quality marble fittings night almost constant breeze blowing really very pleasant sit eat chat balcony glad opportunity see suite vip members,Postive
